transaction_id,client_id,date,product_id,product_name,collection,price_usd,occasion,payment_method,boutique_city,advisor_name,advisor_notes
TXN030,CLI005,2023-10-15,HAT004,Chrysalis Back Drape,Hatching,22500,Fashion week,UnionPay,Paris,Jean Marceau,Dramatic back pieces trending.
TXN031,CLI006,2023-04-10,AMA002,Sovereign Collar Necklace,Amazon,35000,Company milestone,Bank Transfer,Paris,Isabelle Rousseau,Company went public. Largest purchase.
TXN032,CLI006,2023-09-22,ECL001,Unity Chain Necklace,Eclipse,11500,Exploring Eclipse,UnionPay,Paris,Jean Marceau,First Eclipse piece. Architectural minimalism appeals.
TXN033,CLI007,2023-02-14,AMA003,Warrior Queen Ring,Amazon,18900,Partners birthday,Credit Card,Paris,Jean Marceau,American expat banker. Partner loves bold jewelry.
TXN034,CLI007,2023-07-20,ECL002,Fluid Form Cuff,Eclipse,14800,Anniversary exploration,Credit Card,Paris,Isabelle Rousseau,Partner interested in Eclipse. Organic curves appeal.
TXN035,CLI008,2023-04-20,VAN004,Horizon GMT Watch,Vanta,22800,Business travel,Credit Card,Paris,Jean Marceau,Frequent NY-Paris travel. GMT essential.
TXN036,CLI009,2023-03-20,HAT004,Chrysalis Back Drape,Hatching,22500,Spring trip,Credit Card,Paris,Isabelle Rousseau,Dramatic back piece. Loves invisible setting diamonds.
TXN037,CLI009,2023-09-10,AMA003,Warrior Queen Ring,Amazon,18900,Biannual tradition,Credit Card,Paris,Jean Marceau,Statement rings collection. Ruby throne powerful.
TXN038,CLI010,2023-08-15,ECL003,Identity Medallion Pendant,Eclipse,6800,Paris discovery,Credit Card,Paris,Jean Marceau,Japanese designer. Eclipse conceptual design resonates.
TXN039,CLI011,2023-01-20,VAN003,Singularity Digital Watch,Vanta,18500,Tech innovation,Credit Card,Hong Kong,Raymond Lee,Tech CEO loves e-ink innovation.
TXN040,CLI011,2023-06-18,AMA005,Amazonian Link Bracelet,Amazon,24500,Mid-year success,Credit Card,Hong Kong,Michelle Wong,Mid-year targets exceeded.
TXN041,CLI011,2023-11-22,ECL005,Continuum Collar,Eclipse,18900,Collection expansion,Credit Card,Hong Kong,Michelle Wong,Exploring Eclipse. Seamless collar modern.
TXN042,CLI012,2023-03-15,AMA003,Warrior Queen Ring,Amazon,18900,Career milestone,Credit Card,Hong Kong,Raymond Lee,Building power collection. Ruby queen ring.
TXN043,CLI012,2023-08-20,VAN002,Eclipse Skeleton Watch,Vanta,32000,First watch,Credit Card,Hong Kong,Raymond Lee,Expanding to watches. Skeleton movement mesmerizing.
TXN044,CLI013,2023-05-10,HAT002,Echoes of Voice Drop Earrings,Hatching,9500,First LEIA,Credit Card,Hong Kong,Michelle Wong,Private banker. Cascading diamonds elegant.
TXN045,CLI013,2023-10-15,HAT007,Dawn Light Collar,Hatching,19800,Gala event,Credit Card,Hong Kong,Michelle Wong,Charity gala. Architectural yet feminine.
TXN046,CLI014,2023-04-15,HAT009,Chrysalis Locket,Hatching,9800,Personal growth,Credit Card,Hong Kong,Michelle Wong,Hotel executive. Locket for transformation.
TXN047,CLI014,2023-08-20,HAT005,Luminous Nest Hair Vine,Hatching,8900,Special event,Credit Card,Hong Kong,Michelle Wong,Wedding guest. Pearls and diamonds.
TXN048,CLI015,2023-11-20,VAN002,Eclipse Skeleton Watch,Vanta,32000,First Vanta,Bank Transfer,Hong Kong,Raymond Lee,American expat watch enthusiast.
TXN049,CLI017,2023-07-15,VAN007,Stealth Chronograph,Vanta,35000,Collection building,Bank Transfer,Hong Kong,Raymond Lee,Hidden chronograph appeals. Technical appreciation.
TXN050,CLI018,2023-05-20,HAT007,Dawn Light Collar,Hatching,19800,Promotion,Credit Card,Hong Kong,Michelle Wong,Partner promoted. Geometric collar elegant.
TXN051,CLI018,2023-11-18,ECL004,Threshold Ring,Eclipse,7200,Exploring Eclipse,Credit Card,Hong Kong,Raymond Lee,First Eclipse piece. Negative space concept.
TXN052,CLI019,2023-08-15,ECL005,Continuum Collar,Eclipse,18900,Quarterly bonus,Credit Card,Hong Kong,Michelle Wong,Tech PM appreciates Eclipse modern aesthetic.
TXN053,CLI020,2023-10-18,ECL004,Threshold Ring,Eclipse,7200,Personal milestone,Credit Card,Hong Kong,Raymond Lee,First LEIA. Negative space resonates.
TXN054,CLI021,2023-04-15,AMA003,Warrior Queen Ring,Amazon,18900,First year success,UnionPay,Shanghai,Li Na,Company survived first year. Ruby ring.
TXN055,CLI021,2023-10-20,HAT007,Dawn Light Collar,Hatching,19800,Collection expansion,UnionPay,Shanghai,Wei Chen,First Hatching. Geometric collar elegant.
TXN056,CLI022,2023-06-15,ECL004,Threshold Ring,Eclipse,9200,First luxury,UnionPay,Shanghai,Wei Chen,Young architect. Threshold ring negative space perfect.
TXN057,CLI023,2023-05-20,AMA001,Conquest Statement Cuff,Amazon,28500,Expansion success,UnionPay,Shanghai,Li Na,Expanding to Southeast Asia.
TXN058,CLI023,2023-12-15,VAN001,Void Automatic Watch,Vanta,24500,Watch collection,Bank Transfer,Shanghai,Wei Chen,First Vanta. Matte black minimalism resonates.
TXN059,CLI024,2023-02-14,HAT002,Echoes of Voice Drop Earrings,Hatching,9500,First luxury,UnionPay,Shanghai,Wei Chen,Art director. Delicate diamonds perfect.
TXN060,CLI024,2023-07-20,HAT008,Silk Armor Bracelet,Hatching,11200,Self-reward,UnionPay,Shanghai,Wei Chen,Project success. Multi-strand delicate bracelet.
TXN061,CLI025,2023-03-20,VAN007,Stealth Chronograph,Vanta,35000,Collection building,Bank Transfer,Shanghai,Li Na,Hidden chronograph. Technical appreciation.
TXN062,CLI027,2023-02-10,AMA003,Warrior Queen Ring,Amazon,18900,Career milestone,Credit Card,New York,Sarah Mitchell,Marketing director power piece. Ruby throne.
TXN063,CLI027,2023-08-15,HAT002,Echoes of Voice Drop Earrings,Hatching,9500,Birthday self-gift,Credit Card,New York,Marcus Johnson,Balance to Amazon. Cascading diamonds elegant.
TXN064,CLI028,2023-07-20,AMA003,Warrior Queen Ring,Amazon,18900,Collection,Credit Card,New York,Marcus Johnson,Building power collection. Ruby throne.
TXN065,CLI028,2023-12-10,ECL002,Fluid Form Cuff,Eclipse,14800,Exploring Eclipse,Credit Card,New York,Sarah Mitchell,First Eclipse piece. Organic curves appeal.
TXN066,CLI029,2023-04-15,AMA003,Warrior Queen Ring,Amazon,18900,First luxury,Credit Card,New York,Sarah Mitchell,First luxury purchase. Power ring for new chapter.
TXN067,CLI001,2024-01-20,ECL011,Obsidian Eclipse Earrings,Eclipse,13200,Expanding collection,Credit Card,Paris,Jean Marceau,Sophie exploring Eclipse after Hatching. Drawn to bold contrast.
TXN068,CLI001,2024-08-15,HAT006,Feather Touch Ring,Hatching,7200,Birthday self-gift,Credit Card,Paris,Isabelle Rousseau,Second year purchase. Still loves Hatching delicacy.
TXN069,CLI002,2024-05-30,ECL007,Mobius Infinity Ring,Eclipse,9200,1-year HRT anniversary,Debit Card,Paris,Jean Marceau,Major milestone. Mathematical meaning resonates.
TXN070,CLI002,2024-09-18,ECL009,Satellite Orbit Earrings,Eclipse,16800,Artist grant,Credit Card,Paris,Jean Marceau,Big personal moment. Fascinated by kinetic mechanism.
TXN071,CLI003,2024-02-14,AMA009,Lioness Mane Hair Comb,Amazon,14200,Valentines self-gift,Credit Card,Paris,Isabelle Rousseau,Celebrates self-love with bold hair piece.
TXN072,CLI003,2024-05-10,AMA005,Amazonian Link Bracelet,Amazon,24500,50th birthday,Bank Transfer,Paris,Isabelle Rousseau,Each stone has personal meaning.
TXN073,CLI003,2024-08-30,ECL006,Alchemy Symbol Pendant,Eclipse,8400,Collection expansion,Credit Card,Paris,Isabelle Rousseau,Gallery owner exploring Eclipse. Moonstone transformation.
TXN074,CLI003,2024-10-18,AMA004,Crown Spike Hair Dagger,Amazon,9800,Collection,Credit Card,Paris,Jean Marceau,Completing Amazon hair jewelry set.
TXN075,CLI004,2024-03-18,VAN008,Abyss Dive Watch,Vanta,29500,Completing Vanta,Bank Transfer,Paris,Isabelle Rousseau,Technical dive specs with elegant design.
TXN076,CLI004,2024-06-12,ECL005,Continuum Collar,Eclipse,18900,Partner collection,Bank Transfer,Paris,Jean Marceau,Partner now collecting Eclipse. Seamless construction.
TXN077,CLI004,2024-08-20,AMA002,Sovereign Collar Necklace,Amazon,35000,Partners milestone,Bank Transfer,Paris,Isabelle Rousseau,Partner turning 50. Museum-quality piece.
TXN078,CLI004,2024-10-15,VAN004,Horizon GMT Watch,Vanta,22800,Business travel,Bank Transfer,Paris,Isabelle Rousseau,GMT essential for Asia-Europe travel.
TXN079,CLI005,2024-03-20,HAT007,Dawn Light Collar,Hatching,19800,Spring collection,UnionPay,Paris,Jean Marceau,Biannual Paris visit. Geometric rays for photos.
TXN080,CLI005,2024-10-08,HAT011,Spine Curve Hair Pin,Hatching,14200,Fashion week,UnionPay,Paris,Jean Marceau,Vertebrae design for editorial shoot.
TXN081,CLI006,2024-02-14,ECL001,Unity Chain Necklace,Eclipse,11500,Exploring Eclipse,UnionPay,Paris,Isabelle Rousseau,First Eclipse. Architectural minimalism appeals.
TXN082,CLI006,2024-06-18,AMA005,Amazonian Link Bracelet,Amazon,24500,Summer collection,UnionPay,Paris,Isabelle Rousseau,Loves multi-stone. Each color tells story.
TXN083,CLI006,2024-09-12,ECL004,Threshold Ring,Eclipse,7200,Collection,UnionPay,Paris,Jean Marceau,Second Eclipse. Negative space concept.
TXN084,CLI006,2024-11-22,AMA006,Thunder Statement Earrings,Amazon,15200,Fashion event,UnionPay,Paris,Isabelle Rousseau,Angular design perfect for photos.
TXN085,CLI007,2024-01-15,ECL007,Mobius Infinity Ring,Eclipse,9200,Partners request,Credit Card,Paris,Jean Marceau,Partner exploring Eclipse. Infinity symbolism.
TXN086,CLI007,2024-05-10,AMA005,Amazonian Link Bracelet,Amazon,24500,Promotion,Credit Card,Paris,Jean Marceau,Partner promoted to director.
TXN087,CLI007,2024-08-22,ECL009,Satellite Orbit Earrings,Eclipse,16800,Birthday,Credit Card,Paris,Isabelle Rousseau,Partner loves kinetic pieces. Big birthday gift.
TXN088,CLI007,2024-11-30,HAT002,Echoes of Voice Drop Earrings,Hatching,9500,Collection,Credit Card,Paris,Jean Marceau,Balance to Amazon and Eclipse. Delicate touch.
TXN089,CLI008,2024-06-10,VAN006,Quantum Minimal Watch,Vanta,28900,Dress watch,Credit Card,Paris,Isabelle Rousseau,Ultra-thin for formal events. Third Vanta.
TXN090,CLI008,2024-09-18,VAN007,Stealth Chronograph,Vanta,35000,Personal collection,Credit Card,Paris,Isabelle Rousseau,Hidden subdials. Prefers subtlety.
TXN091,CLI009,2024-02-15,HAT007,Dawn Light Collar,Hatching,19800,Museum gala,Credit Card,Paris,Jean Marceau,For Louvre gala. Geometric rays elegant.
TXN092,CLI009,2024-03-18,AMA005,Amazonian Link Bracelet,Amazon,24500,Continuing trip,Credit Card,Paris,Isabelle Rousseau,Extended Paris stay. Multi-stone perfect.
TXN093,CLI009,2024-09-12,ECL007,Mobius Infinity Ring,Eclipse,9200,Fall collection,Credit Card,Paris,Jean Marceau,First Eclipse. Infinity for new cycle resonates.
TXN094,CLI009,2024-09-13,AMA008,Citadel Fortress Ring,Amazon,16500,Completing set,Credit Card,Paris,Isabelle Rousseau,Architectural design appeals.
TXN095,CLI010,2024-10-15,HAT006,Feather Touch Ring,Hatching,7200,Paris trip,Credit Card,Paris,Jean Marceau,Japanese designer. Delicate architectural design.
TXN096,CLI010,2025-01-18,ECL001,Unity Chain Necklace,Eclipse,11500,Return visit,Credit Card,Paris,Jean Marceau,Loves architectural minimalism. Eclipse resonates.
TXN097,CLI011,2024-05-10,VAN001,Void Automatic Watch,Vanta,24500,Watch collection,Credit Card,Hong Kong,Raymond Lee,Starting watch collection alongside jewelry.
TXN098,CLI011,2024-09-15,AMA006,Thunder Statement Earrings,Amazon,15200,Conference keynote,Credit Card,Hong Kong,Michelle Wong,Tech conference. Angular earrings photograph well.
TXN099,CLI011,2024-12-20,ECL008,Binary Identity Ring,Eclipse,8400,Innovation,Credit Card,Hong Kong,Michelle Wong,First Eclipse. Tech aesthetic appeals strongly.
TXN100,CLI012,2024-02-14,AMA005,Amazonian Link Bracelet,Amazon,24500,Self-love day,Credit Card,Hong Kong,Raymond Lee,Valentines self-gift. Multi-stone empowering.
TXN101,CLI012,2024-06-18,HAT002,Echoes of Voice Drop Earrings,Hatching,9500,First Hatching,Credit Card,Hong Kong,Michelle Wong,Balance to Amazon boldness. Delicate diamonds.
TXN102,CLI012,2024-09-10,VAN004,Horizon GMT Watch,Vanta,22800,Year-end gift,Credit Card,Hong Kong,Raymond Lee,Second watch. Travels frequently. GMT essential.
TXN103,CLI013,2024-03-20,VAN006,Quantum Minimal Watch,Vanta,28900,First watch,Credit Card,Hong Kong,Raymond Lee,Expanding to watches. Ultra-thin elegant.
TXN104,CLI013,2024-08-22,HAT001,Crown of Strength Cuff,Hatching,15800,Career milestone,Credit Card,Hong Kong,Michelle Wong,Crown empowering. Rose gold with titanium.
TXN105,CLI013,2024-11-15,ECL003,Identity Medallion Pendant,Eclipse,6800,Exploring Eclipse,Credit Card,Hong Kong,Michelle Wong,First Eclipse. Left blank as statement.
TXN106,CLI014,2024-02-14,HAT006,Feather Touch Ring,Hatching,7200,Self-care,Credit Card,Hong Kong,Michelle Wong,Valentines self-gift. Lightness as strength.
TXN107,CLI014,2024-07-10,VAN003,Singularity Digital Watch,Vanta,18500,Tech curiosity,Credit Card,Hong Kong,Raymond Lee,E-ink innovation fascinating. First watch.
TXN108,CLI014,2024-11-30,ECL006,Alchemy Symbol Pendant,Eclipse,8400,Personal growth,Credit Card,Hong Kong,Michelle Wong,Moonstone transformation. Personal milestone.
TXN109,CLI015,2024-03-15,AMA001,Conquest Statement Cuff,Amazon,28500,Career milestone,Bank Transfer,Hong Kong,Raymond Lee,Bold power piece. Loves Amazon collection.
TXN110,CLI015,2024-08-10,VAN008,Abyss Dive Watch,Vanta,29500,Dive certification,Bank Transfer,Hong Kong,Raymond Lee,Just got dive certified. Ceramic case beautiful.
TXN111,CLI015,2024-12-10,HAT003,Warriors Thread Choker,Hatching,16200,Year-end,Bank Transfer,Hong Kong,Michelle Wong,Balance to Amazon and Vanta. Delicate chain mail.
TXN112,CLI016,2024-06-20,VAN003,Singularity Digital Watch,Vanta,18500,First purchase,Credit Card,Hong Kong,Raymond Lee,Tech professional. E-ink display innovative.
TXN113,CLI016,2024-12-20,ECL008,Binary Identity Ring,Eclipse,8400,Tech affinity,Credit Card,Hong Kong,Raymond Lee,Binary code ring perfect for tech aesthetic.
TXN114,CLI017,2024-05-20,VAN004,Horizon GMT Watch,Vanta,22800,Business travel,Bank Transfer,Hong Kong,Raymond Lee,Frequent HK-Paris travel. GMT essential.
TXN115,CLI017,2024-10-08,HAT002,Echoes of Voice Drop Earrings,Hatching,9500,Gift for wife,Credit Card,Hong Kong,Michelle Wong,Wife loves Hatching. Cascading diamonds beautiful.
TXN116,CLI018,2024-04-10,AMA002,Sovereign Collar Necklace,Amazon,35000,Major milestone,Bank Transfer,Hong Kong,Michelle Wong,Bold shift from Hatching. Milestone deserves statement.
TXN117,CLI018,2024-09-22,HAT001,Crown of Strength Cuff,Hatching,15800,Collection,Credit Card,Hong Kong,Michelle Wong,Back to Hatching roots. Crown empowering.
TXN118,CLI019,2024-01-22,ECL010,Gravity Defying Hoops,Eclipse,14500,Innovation love,Credit Card,Hong Kong,Michelle Wong,Loves magnetic tech. Gravity hoops perfect.
TXN119,CLI019,2024-06-22,ECL006,Alchemy Symbol Pendant,Eclipse,8400,Quarterly reward,Credit Card,Hong Kong,Raymond Lee,Moonstone transformation. Gender-neutral energy.
TXN120,CLI019,2024-11-18,AMA008,Citadel Fortress Ring,Amazon,16500,Year-end power,Credit Card,Hong Kong,Raymond Lee,First Amazon. Power ring for year-end goals.
TXN121,CLI020,2024-07-15,ECL007,Mobius Infinity Ring,Eclipse,9200,New chapter,Credit Card,Hong Kong,Raymond Lee,Second Eclipse. Infinity for new career chapter.
TXN122,CLI021,2024-05-18,AMA005,Amazonian Link Bracelet,Amazon,24500,Growth milestone,UnionPay,Shanghai,Li Na,Company expanded to 3 cities. Multi-stone meaningful.
TXN123,CLI021,2024-10-15,HAT007,Dawn Light Collar,Hatching,19800,Collection,UnionPay,Shanghai,Wei Chen,Expanding to Hatching. Geometric elegance.
TXN124,CLI022,2024-04-10,ECL001,Unity Chain Necklace,Eclipse,11500,Second Eclipse,UnionPay,Shanghai,Wei Chen,Second Eclipse piece. Architectural chain resonates.
TXN125,CLI022,2024-09-20,VAN003,Singularity Digital Watch,Vanta,18500,First watch,UnionPay,Shanghai,Li Na,Architect appreciates minimalist design. E-ink.
TXN126,CLI023,2024-06-10,VAN007,Stealth Chronograph,Vanta,35000,Collection building,Bank Transfer,Shanghai,Li Na,Hidden complexity appeals. Second Vanta.
TXN127,CLI023,2024-11-08,HAT001,Crown of Strength Cuff,Hatching,15800,Balance collection,UnionPay,Shanghai,Wei Chen,First Hatching. Crown bridges power and delicacy.
TXN128,CLI024,2024-01-15,HAT004,Chrysalis Back Drape,Hatching,22500,Lunar New Year,UnionPay,Shanghai,Wei Chen,Dramatic back piece for festive season.
TXN129,CLI024,2024-08-22,VAN006,Quantum Minimal Watch,Vanta,28900,Career milestone,UnionPay,Shanghai,Li Na,First watch. Ultra-thin elegant design.
TXN130,CLI025,2024-04-10,AMA001,Conquest Statement Cuff,Amazon,28500,Client dinner,Bank Transfer,Shanghai,Wei Chen,First Amazon. Power cuff for important meetings.
TXN131,CLI025,2024-10-12,VAN008,Abyss Dive Watch,Vanta,29500,Year-end,Bank Transfer,Shanghai,Li Na,Third watch. Ceramic case beautiful.
TXN132,CLI026,2024-03-15,ECL004,Threshold Ring,Eclipse,9800,First luxury,Credit Card,New York,Marcus Johnson,Creative director. Eclipse conceptual design perfect.
TXN133,CLI026,2024-10-20,ECL007,Mobius Infinity Ring,Eclipse,9200,New chapter,Credit Card,New York,Marcus Johnson,Second Eclipse. Infinity symbolism resonates.
TXN134,CLI027,2024-01-20,ECL007,Mobius Infinity Ring,Eclipse,9200,New chapter,Credit Card,New York,Sarah Mitchell,New year new chapter. Infinity symbolism resonates.
TXN135,CLI027,2024-05-10,AMA005,Amazonian Link Bracelet,Amazon,24500,Promotion,Credit Card,New York,Marcus Johnson,Promoted to VP Marketing. Multi-stone celebration.
TXN136,CLI027,2024-09-18,HAT007,Dawn Light Collar,Hatching,19800,Fall collection,Credit Card,New York,Sarah Mitchell,Geometric collar powerful yet delicate.
TXN137,CLI027,2025-01-15,AMA002,Sovereign Collar Necklace,Amazon,35000,Year milestone,Bank Transfer,New York,Sarah Mitchell,Commanding presence for boardroom. Largest purchase.
TXN138,CLI028,2024-02-14,AMA008,Citadel Fortress Ring,Amazon,16500,Self-love,Credit Card,New York,Sarah Mitchell,Valentines self-gift. Architectural yellow diamond.
TXN139,CLI028,2024-08-22,HAT004,Chrysalis Back Drape,Hatching,22500,MoMA Gala,Credit Card,New York,Marcus Johnson,MoMA gala. Dramatic back piece stunning.
TXN140,CLI029,2023-11-20,AMA005,Amazonian Link Bracelet,Amazon,24500,Career milestone,Credit Card,New York,Sarah Mitchell,Promotion celebrated with multi-stone bracelet.
TXN141,CLI029,2024-06-18,HAT002,Echoes of Voice Drop Earrings,Hatching,9500,Balance,Credit Card,New York,Marcus Johnson,First Hatching. Balance to Amazon boldness.
TXN142,CLI029,2024-10-10,VAN003,Singularity Digital Watch,Vanta,18500,Tech curiosity,Credit Card,New York,Marcus Johnson,Digital nomad. E-ink innovation perfect.
TXN143,CLI030,2024-08-15,ECL006,Alchemy Symbol Pendant,Eclipse,8400,Coming out anniversary,Credit Card,New York,Sarah Mitchell,Brazilian journalist. Moonstone transformation. Beautiful moment.
TXN144,CLI001,2025-02-01,HAT012,Whisper Ear Climbers,Hatching,6900,Building collection,Credit Card,Paris,Jean Marceau,Returned for ear climbers. Building Hatching slowly.
TXN145,CLI004,2025-01-20,VAN005,Monolith Rectangle Watch,Vanta,26500,Collecting full line,Bank Transfer,Paris,Isabelle Rousseau,Now owns 8 Vanta pieces. Top collector globally.
TXN146,CLI005,2025-01-28,HAT001,Crown of Strength Cuff,Hatching,15800,Lunar New Year,UnionPay,Paris,Isabelle Rousseau,Lunar New Year gift to self. Crown symbolism.
TXN147,CLI006,2025-02-10,ECL005,Continuum Collar,Eclipse,18900,Growing Eclipse,UnionPay,Paris,Jean Marceau,Third Eclipse piece. Collar seamless construction.
TXN148,CLI009,2025-01-15,AMA004,Crown Spike Hair Dagger,Amazon,9800,New year power,Credit Card,Paris,Jean Marceau,Starting 2025 strong. Sapphire hair pin bold.
TXN149,CLI011,2025-01-05,AMA010,Shield Insignia Brooch,Amazon,19500,New year power,Credit Card,Hong Kong,Michelle Wong,Start year strong. Red enamel passion.
TXN150,CLI013,2025-02-05,HAT009,Chrysalis Locket,Hatching,9800,Sentimental,Credit Card,Hong Kong,Michelle Wong,Locket for family photo. Personal meaning.
TXN151,CLI018,2025-01-20,ECL002,Fluid Form Cuff,Eclipse,14800,New year Eclipse,Credit Card,Hong Kong,Raymond Lee,Second Eclipse. Organic fluidity appeals.
TXN152,CLI021,2025-01-10,AMA006,Thunder Statement Earrings,Amazon,15200,New year launch,UnionPay,Shanghai,Li Na,Starting 2025 with power piece. Angular statement.
TXN153,CLI023,2025-01-15,VAN004,Horizon GMT Watch,Vanta,22800,Travel expansion,Bank Transfer,Shanghai,Wei Chen,Third watch. Business expanding internationally.
TXN154,CLI024,2025-01-10,HAT001,Crown of Strength Cuff,Hatching,15800,New year,UnionPay,Shanghai,Wei Chen,Starting 2025 strong. Crown cuff empowering.
TXN155,CLI027,2025-02-08,HAT011,Spine Curve Hair Pin,Hatching,14200,Collection,Credit Card,New York,Sarah Mitchell,Hatching collection growing. Vertebrae design unique.
TXN156,CLI029,2025-01-22,AMA003,Warrior Queen Ring,Amazon,18900,New year power,Credit Card,New York,Marcus Johnson,Starting 2025 strong. Ruby throne commanding.
TXN157,CLI002,2024-07-15,ECL010,Gravity Defying Hoops,Eclipse,14500,Summer milestone,Credit Card,Paris,Jean Marceau,Loves magnetic technology. July celebration.
TXN158,CLI007,2024-07-22,ECL002,Fluid Form Cuff,Eclipse,14800,Summer gift,Credit Card,Paris,Isabelle Rousseau,Partner loves organic curves. Summer purchase.
TXN159,CLI009,2024-07-08,AMA006,Thunder Statement Earrings,Amazon,15200,Summer shopping,Credit Card,Paris,Jean Marceau,Passing through Paris. Angular statement earrings.
